time,position,lane,speed
0.0,3452.6000000000004,503.0,66.96
0.5,3452.6000000000004,503.0,0.0
1.0,3452.6000000000004,503.0,0.0
1.5,3452.6000000000004,503.0,0.0
2.0,3452.6000000000004,503.0,0.0
2.5,3452.6000000000004,503.0,0.0
3.0,3452.6000000000004,503.0,0.0
3.5,3452.6000000000004,503.0,0.0
4.0,3452.6000000000004,503.0,0.0
4.5,3452.6000000000004,503.0,0.0
5.0,3452.6000000000004,503.0,0.0
5.5,3452.6000000000004,503.0,0.0
6.0,3452.6000000000004,503.0,0.0
6.5,3452.6000000000004,503.0,0.0
7.0,3452.6000000000004,503.0,0.0
7.5,3452.6000000000004,503.0,0.0
8.0,3452.6000000000004,503.0,0.0
8.5,3452.6000000000004,503.0,0.0
9.0,3452.6000000000004,503.0,0.0
9.5,3452.6000000000004,503.0,0.0
10.0,3452.6000000000004,503.0,0.0
10.5,3452.6000000000004,503.0,0.0
11.0,3452.6000000000004,503.0,0.0
11.5,3452.6000000000004,503.0,0.0
12.0,3452.6000000000004,503.0,0.0
12.5,3452.6000000000004,503.0,0.0
13.0,3452.6000000000004,503.0,0.0
13.5,3452.6000000000004,503.0,0.0
14.0,3452.6000000000004,503.0,0.0
14.5,3452.6000000000004,503.0,0.0
15.0,3452.6000000000004,503.0,0.0
15.5,3452.6000000000004,503.0,0.0
16.0,3452.6000000000004,503.0,0.0
16.5,3452.6000000000004,503.0,0.0
17.0,3452.6000000000004,503.0,0.0
17.5,3452.6000000000004,503.0,0.0
18.0,3452.6000000000004,503.0,0.0
18.5,3452.6000000000004,503.0,0.0
19.0,3452.6000000000004,503.0,0.0
19.5,3452.6000000000004,503.0,0.0
20.0,3452.6000000000004,503.0,0.0
20.5,3452.6000000000004,503.0,0.0
21.0,3452.6000000000004,503.0,0.0
21.5,3452.6000000000004,503.0,0.0
22.0,3452.6000000000004,503.0,0.0
22.5,3452.6000000000004,503.0,0.0
23.0,3452.6000000000004,503.0,0.0
23.5,3452.6000000000004,503.0,0.0
24.0,3452.6000000000004,503.0,0.0
24.5,3452.6000000000004,503.0,0.0
25.0,3452.6000000000004,503.0,0.0
25.5,3452.6000000000004,503.0,0.0
26.0,3452.6000000000004,503.0,0.0
26.5,3452.6000000000004,503.0,0.0
27.0,3452.6000000000004,503.0,0.0
27.5,3452.6000000000004,503.0,0.0
28.0,3452.6000000000004,503.0,0.0
28.5,3452.6000000000004,503.0,0.0
29.0,3452.6000000000004,503.0,0.0
29.5,3452.6000000000004,503.0,0.0
30.0,3452.6000000000004,503.0,0.0
30.5,3452.6000000000004,503.0,0.0
31.0,3452.6000000000004,503.0,0.0
31.5,3452.6000000000004,503.0,0.0
32.0,3452.6000000000004,503.0,0.0
32.5,3452.6000000000004,503.0,0.0
33.0,3452.6000000000004,503.0,0.0
33.5,3452.6000000000004,503.0,0.0
34.0,3452.6000000000004,503.0,0.0
34.5,3452.6000000000004,503.0,0.0
35.0,3452.6000000000004,503.0,0.0
35.5,3452.6000000000004,503.0,0.0
36.0,3452.6000000000004,503.0,0.0
36.5,3452.6000000000004,503.0,0.0
37.0,3452.6000000000004,503.0,0.0
37.5,3452.6000000000004,503.0,0.0
38.0,3452.6000000000004,503.0,0.0
38.5,3452.6000000000004,503.0,0.0
39.0,3452.6000000000004,503.0,0.0
39.5,3452.6000000000004,503.0,0.0
40.0,3452.6000000000004,503.0,0.0
40.5,3452.6000000000004,503.0,0.0
41.0,3452.6000000000004,503.0,0.0
41.5,3452.6000000000004,503.0,0.0
42.0,3452.6000000000004,503.0,0.0
42.5,3452.6000000000004,503.0,0.0
43.0,3452.6000000000004,503.0,0.0
43.5,3452.6000000000004,503.0,0.0
44.0,3452.6000000000004,503.0,0.0
44.5,3452.6000000000004,503.0,0.0
45.0,3452.6000000000004,503.0,0.0
45.5,3452.6000000000004,503.0,0.0
46.0,3452.6000000000004,503.0,0.0
46.5,3452.6000000000004,503.0,0.0
47.0,3452.6000000000004,503.0,0.0
47.5,3452.6000000000004,503.0,0.0
48.0,3452.6000000000004,503.0,0.0
48.5,3452.6000000000004,503.0,0.0
49.0,3452.6000000000004,503.0,0.0
49.5,3452.6000000000004,503.0,0.0
50.0,3452.6000000000004,503.0,0.0
50.5,3452.6000000000004,503.0,0.0
51.0,3452.6000000000004,503.0,0.0
51.5,3452.6000000000004,503.0,0.0
52.0,3452.6000000000004,503.0,0.0
52.5,3452.6000000000004,503.0,0.0
53.0,3452.6000000000004,503.0,0.0
53.5,3452.6000000000004,503.0,0.0
54.0,3452.6000000000004,503.0,0.0
54.5,3452.6000000000004,503.0,0.0
55.0,3452.6000000000004,503.0,0.0
55.5,3452.6000000000004,503.0,0.0
56.0,3452.6000000000004,503.0,0.0
56.5,3452.6000000000004,503.0,0.0
57.0,3452.6000000000004,503.0,0.0
57.5,3452.6000000000004,503.0,0.0
58.0,3452.6000000000004,503.0,0.0
58.5,3452.6000000000004,503.0,0.0
59.0,3452.6000000000004,503.0,0.0
59.5,3452.6000000000004,503.0,0.0
60.0,3452.6000000000004,503.0,0.0
60.5,3461.8999999999996,503.0,66.96
61.0,3471.2,503.0,66.97
61.5,3480.5,503.0,66.97
62.0,3489.8,503.0,66.97
62.5,3499.1000000000004,503.0,66.97
63.0,3508.3999999999996,503.0,66.97
63.5,3517.71,503.0,66.97
64.0,3527.01,503.0,66.96
64.5,3536.3100000000004,503.0,66.96
65.0,3545.6099999999997,503.0,66.95
65.5,3554.8999999999996,503.0,66.94
66.0,3564.2,503.0,66.93
66.5,3573.49,503.0,66.92
67.0,3582.79,503.0,66.91
67.5,3592.08,503.0,66.89
68.0,3601.37,503.0,66.88
68.5,3610.66,503.0,66.87
69.0,3619.9399999999996,503.0,66.85
69.5,3629.2299999999996,503.0,66.84
70.0,3638.5099999999993,503.0,66.82
70.5,3647.79,503.0,66.81
71.0,3657.0699999999997,503.0,66.8
71.5,3666.34,503.0,66.78
72.0,3675.62,503.0,66.77
72.5,3684.8899999999994,503.0,66.75
73.0,3694.16,503.0,66.74
73.5,3703.4299999999994,503.0,66.72
74.0,3712.6899999999996,503.0,66.71
74.5,3721.96,503.0,66.7
75.0,3731.2199999999993,503.0,66.68
75.5,3740.4799999999996,503.0,66.67
76.0,3749.74,503.0,66.66
76.5,3759.0,503.0,66.64
77.0,3768.25,503.0,66.63
77.5,3777.5099999999993,503.0,66.61
78.0,3786.7599999999993,503.0,66.6
78.5,3796.0099999999993,503.0,66.59
79.0,3805.25,503.0,66.57
79.5,3814.5,503.0,66.56
80.0,3823.74,503.0,66.54
80.5,3832.9799999999996,503.0,66.53
81.0,3842.2199999999993,503.0,66.51
81.5,3851.46,503.0,66.5
82.0,3860.6899999999996,503.0,66.48
82.5,3869.9299999999994,503.0,66.47
83.0,3879.16,503.0,66.45
83.5,3888.38,503.0,66.43
84.0,3897.6099999999997,503.0,66.42
